idnumber,City_ Location,day,Sex,Age,Time,Day_of_week,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Lanes_or_Medians,Road_allignment,Road_surface_type,Vehicle_movement,Label,results
nptm971o,Noida,06-07-20,M,47,15:00:00,Sunday,Junior high school,Employee,1-2yr,Lorry (41?100Q),,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
p5ijgip8,Bangalore,07-07-20,F,30,9:55:00,Sunday,Above high school,Owner,1-2yr,Lorry (41?100Q),Owner,Above 10yr,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
tf181d85,Mumbai,08-07-20,M,39,9:55:00,Sunday,Above high school,Employee,No Licence,Automobile,Owner,2-5yrs,other,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
d9c3vmff,Bangalore,09-07-20,M,54,15:35:00,Sunday,Junior high school,Employee,1-2yr,Stationwagen,Owner,Above 10yr,Two-way (divided with broken lines road marking),Steep grade upward with mountainous terrain,Asphalt roads,Going straight,0,0
2lrcoq7i,Gurgaon,10-07-20,M,55,15:35:00,Sunday,Junior high school,Employee,5-10yr,Public (12 seats),Governmental,1-2yr,Double carriageway (median),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
k0g1xvi3,Bangalore,11-07-20,M,29,15:50:00,Thursday,Junior high school,Employee,Above 10yr,Public (12 seats),Governmental,Above 10yr,Double carriageway (median),Tangent road with flat terrain,Earth roads,Other,0,0
cu7y62qw,Ahmedabad,12-07-20,M,46,15:50:00,Thursday,Junior high school,Employee,Above 10yr,Automobile,Organization,5-10yrs,Two-way (divided with broken lines road marking),Gentle horizontal curve,Asphalt roads,Moving Backward,1,1
7zm15jvm,Pune,13-07-20,M,51,2:19:00,Tuesday,Junior high school,Owner,5-10yr,Public (12 seats),Organization,Above 10yr,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Other,0,0
f49wprrq,Gurgaon,14-07-20,M,48,2:19:00,Tuesday,Elementary school,Employee,2-5yr,Public (12 seats),Owner,2-5yrs,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
kocj6nqc,New Delhi,15-07-20,F,33,7:15:00,Monday,Junior high school,Employee,2-5yr,Lorry (41?100Q),Governmental,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
mjwo152s,Bangalore,16-07-20,M,55,7:15:00,Monday,Junior high school,Employee,Below 1yr,Automobile,Owner,2-5yrs,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
difdha5q,Gurgaon,17-07-20,M,50,7:15:00,Monday,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,2-5yrs,One way,Tangent road with flat terrain,Asphalt roads,Other,0,0
tw39p6p7,Bangalore,18-07-20,M,53,14:15:00,Wednesday,Junior high school,Employee,2-5yr,,Owner,1-2yr,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
dfl4zfmt,Jaipur,19-07-20,M,38,14:15:00,Wednesday,Elementary school,Employee,5-10yr,Automobile,Owner,Above 10yr,other,Steep grade downward with mountainous terrain,Asphalt roads,,1,1
9ar3bsu2,Gurgaon,20-07-20,M,41,14:15:00,Wednesday,Junior high school,Employee,Above 10yr,Stationwagen,Owner,Above 10yr,Two-way (divided with broken lines road marking),Tangent road with mountainous terrain and,Asphalt roads,Going straight,0,0
96ppl6j9,Bangalore,21-07-20,M,37,15:10:00,Tuesday,,,,,Owner,,Undivided Two way,Tangent road with mountainous terrain and,Asphalt roads,Going straight,1,1
h8q1pqvu,Bangalore,22-07-20,M,37,15:10:00,Tuesday,Junior high school,Employee,2-5yr,,Owner,,Undivided Two way,Tangent road with flat terrain,Gravel roads,Going straight,0,0
osrfxs4e,Mumbai,23-07-20,M,40,14:20:00,Saturday,Junior high school,Employee,5-10yr,Automobile,Governmental,1-2yr,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
kan8n0wo,Gurgaon,24-07-20,M,38,17:45:00,Tuesday,Above high school,Employee,2-5yr,Stationwagen,Owner,Unknown,Undivided Two way,Tangent road with flat terrain,Earth roads,Moving Backward,0,0
eri1nk2i,Bangalore,25-07-20,M,41,17:45:00,Tuesday,,,,Automobile,Owner,Unknown,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Moving Backward,1,1
8l411r1w,Gurgaon,26-07-20,M,54,9:05:00,Wednesday,,Employee,1-2yr,Other,Owner,Unknown,Double carriageway (median),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
r34rx338,New Delhi,27-07-20,M,39,9:05:00,Wednesday,Junior high school,Employee,2-5yr,Other,Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
c27ksu0s,Bangalore,28-07-20,F,41,10:50:00,Wednesday,Junior high school,Employee,Above 10yr,Automobile,Owner,Unknown,One way,Tangent road with flat terrain,Earth roads,Turnover,0,0
zne3nd51,Bangalore,29-07-20,M,55,16:55:00,Thursday,Junior high school,Employee,Below 1yr,Lorry (41?100Q),Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
1cj5nnem,Mumbai,30-07-20,M,48,16:55:00,Thursday,Junior high school,Employee,2-5yr,Lorry (41?100Q),Organization,1-2yr,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
zwuozd2u,Gurgaon,31-07-20,M,48,8:55:00,Tuesday,Junior high school,Employee,Below 1yr,Lorry (41?100Q),Owner,2-5yrs,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
oxgtaum9,New Delhi,01-08-20,F,55,8:55:00,Tuesday,High school,Employee,5-10yr,Automobile,Owner,2-5yrs,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
leq3xpnd,Bangalore,02-08-20,M,54,8:55:00,Tuesday,Above high school,Employee,1-2yr,Automobile,,1-2yr,Undivided Two way,Steep grade downward with mountainous terrain,Asphalt roads,Going straight,1,1
is7cnazf,Mumbai,03-08-20,M,55,17:44:00,Friday,Junior high school,Employee,Below 1yr,Public (13?45 seats),Owner,,Double carriageway (median),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
mrcjja7n,Mumbai,04-08-20,M,43,17:44:00,Friday,,,,Public (13?45 seats),Owner,2-5yrs,One way,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
imfla3s3,Bangalore,05-08-20,M,48,9:10:00,Friday,High school,Employee,Below 1yr,Lorry (41?100Q),Owner,5-10yrs,Two-way (divided with broken lines road marking),Tangent road with mountainous terrain and,Asphalt roads,Going straight,0,0
cpygaswt,New Delhi,06-08-20,M,54,9:10:00,Friday,High school,Employee,Below 1yr,Lorry (41?100Q),Owner,2-5yrs,Undivided Two way,Tangent road with flat terrain,Asphalt roads,,1,1
l8mjnz8v,Hyderabad,07-08-20,M,54,8:40:00,Wednesday,,,,Public (12 seats),Owner,Unknown,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,Asphalt roads,Other,1,1
hpm1alxo,Mumbai,08-08-20,M,48,8:40:00,Wednesday,High school,Employee,2-5yr,Other,Owner,,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Getting off,1,1
tuo84b4b,Mumbai,09-08-20,M,45,15:00:00,Sunday,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,1-2yr,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
baiggzyo,Bangalore,10-08-20,M,49,15:00:00,Sunday,Junior high school,Employee,Above 10yr,Automobile,Governmental,,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
fp2qb2lv,Bangalore,11-08-20,M,44,13:35:00,Friday,Junior high school,Employee,5-10yr,Other,Owner,Unknown,One way,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
rc6ge2zv,Gurgaon,03-10-19,M,48,13:35:00,Friday,Junior high school,Employee,1-2yr,Motorcycle,Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Other,0,0
3posn6kx,Gurgaon,04-10-19,M,61,19:13:00,Wednesday,Unknown,Employee,Below 1yr,Automobile,Owner,Unknown,Double carriageway (median),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
1r1ueuk2,Bangalore,05-10-19,M,62,19:13:00,Wednesday,Junior high school,Employee,Below 1yr,Automobile,Owner,,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Moving Backward,0,0
y4rk4d0d,Gurgaon,06-10-19,M,55,8:15:00,Friday,High school,Employee,2-5yr,Lorry (41?100Q),Owner,,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Other,1,1
2jeb1vcs,Bangalore,07-10-19,F,53,8:15:00,Friday,Junior high school,Owner,1-2yr,Automobile,Owner,,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
n8ztarv1,Mumbai,08-10-19,M,55,20:30:00,Saturday,Junior high school,Employee,5-10yr,Public (> 45 seats),Owner,Unknown,other,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
prvog99g,Noida,09-10-19,M,36,20:30:00,Saturday,Elementary school,Employee,2-5yr,Lorry (41?100Q),Owner,,Undivided Two way,Tangent road with flat terrain,Earth roads,Going straight,1,1
ee95x6d9,Mumbai,10-10-19,M,51,20:30:00,Saturday,Elementary school,Owner,5-10yr,Public (> 45 seats),Owner,2-5yrs,Undivided Two way,Tangent road with flat terrain,Asphalt roads,,0,0
6d0btm1m,Mumbai,11-10-19,M,55,14:00:00,Sunday,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,Unknown,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
bpbic35z,New Delhi,12-10-19,M,46,9:15:00,Wednesday,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,Unknown,Undivided Two way,Tangent road with flat terrain,Other,Going straight,1,1
4efyjf4u,Bangalore,13-10-19,M,54,9:15:00,Wednesday,High school,Employee,5-10yr,Lorry (41?100Q),Owner,Unknown,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
90bbw658,Bangalore,14-10-19,M,46,9:15:00,Wednesday,Junior high school,Employee,5-10yr,Public (12 seats),Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
acaxssmi,Gurgaon,15-10-19,M,59,9:15:00,Wednesday,Junior high school,Employee,Above 10yr,Public (12 seats),Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
cv2bh0vf,New Delhi,16-10-19,M,47,8:50:00,Monday,Junior high school,,1-2yr,Stationwagen,Owner,5-10yrs,One way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
oxt0ly5b,New Delhi,17-10-19,M,54,8:50:00,Monday,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
4lxp65ze,Mumbai,18-10-19,M,52,16:12:00,Wednesday,Junior high school,Employee,1-2yr,Automobile,Owner,2-5yrs,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
n5z3gz2z,New Delhi,19-10-19,M,34,16:12:00,Wednesday,Junior high school,Employee,Above 10yr,Pick up upto 10Q,Owner,1-2yr,,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
a7psbx9w,Chennai,20-10-19,M,54,16:35:00,Friday,Elementary school,Owner,2-5yr,Automobile,Owner,5-10yrs,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
ii5m4kur,New Delhi,21-10-19,M,47,16:35:00,Friday,Junior high school,Employee,5-10yr,Public (13?45 seats),Owner,Above 10yr,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
0nhwmqfo,New Delhi,22-10-19,M,45,16:35:00,Friday,Junior high school,Employee,Below 1yr,Public (> 45 seats),Owner,1-2yr,other,Steep grade downward with mountainous terrain,Asphalt roads,,0,0
jzfhr1h5,Mumbai,23-10-19,M,32,16:35:00,Friday,Junior high school,Employee,5-10yr,Stationwagen,Owner,2-5yrs,One way,Steep grade downward with mountainous terrain,Asphalt roads,Going straight,1,1
sgkwvwea,New Delhi / US,24-10-19,M,55,16:25:00,Wednesday,High school,Employee,Above 10yr,,Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
hga56suf,Mumbai / UK,25-10-19,M,55,16:25:00,Wednesday,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
yezgoeza,Mumbai,26-10-19,M,45,18:58:00,Sunday,Elementary school,Employee,1-2yr,Stationwagen,Organization,2-5yrs,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
7dnul7ad,Pune,27-10-19,M,59,8:45:00,Thursday,Junior high school,Employee,,Lorry (41?100Q),Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Turnover,0,0
w6feo8vc,Bangalore,28-10-19,M,51,8:45:00,Thursday,Above high school,Employee,1-2yr,Public (12 seats),Governmental,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Moving Backward,0,0
8vzwdjec,Noida,29-10-19,M,52,8:45:00,Thursday,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,,One way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
hpcln0z8,Mumbai,30-10-19,M,57,8:17:00,Tuesday,Junior high school,Employee,1-2yr,Other,Governmental,Below 1yr,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
gds2i1f9,Bangalore,31-10-19,M,54,8:17:00,Tuesday,Junior high school,Employee,5-10yr,Stationwagen,Owner,Unknown,One way,Tangent road with flat terrain,Asphalt roads,Moving Backward,1,1
9payufjk,Kanpur,01-11-19,M,60,15:15:00,Wednesday,Junior high school,Employee,2-5yr,Automobile,Owner,Unknown,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
8efs9ff0,Bangalore,02-11-19,M,49,15:15:00,Wednesday,,,,Public (> 45 seats),Owner,Unknown,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Gravel roads,Moving Backward,0,0
ew50z516,Bangalore,03-11-19,M,51,6:15:00,Monday,Junior high school,Employee,2-5yr,Other,Owner,2-5yrs,Undivided Two way,Steep grade downward with mountainous terrain,Asphalt roads,Going straight,1,1
pw1cw2yw,Gurgaon,04-11-19,M,55,6:15:00,Monday,Junior high school,Employee,2-5yr,Lorry (41?100Q),,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
ofq45m4x,Ahmedabad,05-11-19,M,42,6:15:00,Monday,Junior high school,Employee,Above 10yr,Automobile,,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
nwbjl8c5,Bangalore,06-11-19,M,51,17:50:00,Tuesday,Junior high school,Employee,1-2yr,Public (> 45 seats),Owner,1-2yr,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Other,1,1
z8qlvsui,Mumbai,07-11-19,M,59,21:45:00,Saturday,Above high school,Owner,1-2yr,,Owner,Above 10yr,Two-way (divided with broken lines road marking),Tangent road with mountainous terrain and,Asphalt roads,Other,0,0
rplnueyf,Bangalore,08-11-19,M,53,21:45:00,Saturday,Above high school,Employee,No Licence,Automobile,Owner,Above 10yr,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,Asphalt roads,Going straight,1,1
siqchiae,Gurgaon,09-11-19,M,48,21:45:00,Saturday,Junior high school,Employee,1-2yr,Pick up upto 10Q,Owner,,other,Tangent road with mountainous terrain and,Asphalt roads,Reversing,1,1
fadpo3j7,Mumbai,10-11-19,M,36,21:45:00,Saturday,Junior high school,Employee,5-10yr,Public (12 seats),Owner,Above 10yr,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,Asphalt roads,Going straight,0,0
w962fdvq,Gurgaon,11-11-19,M,48,12:55:00,Monday,Junior high school,Employee,Above 10yr,Lorry (41?100Q),,,other,Tangent road with mountainous terrain and,Asphalt roads,Going straight,0,0
hn09ry6j,New Delhi,12-11-19,M,47,12:55:00,Monday,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Governmental,,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
dfgtoi32,Siliguri,13-11-19,M,53,12:55:00,Monday,Junior high school,Owner,5-10yr,Lorry (41?100Q),Owner,1-2yr,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
ylsal9zw,Gurgaon,14-11-19,M,65,21:10:00,Saturday,Elementary school,Employee,2-5yr,Public (13?45 seats),Owner,Below 1yr,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Moving Backward,1,1
zvfbf7va,Bangalore,15-11-19,M,32,21:10:00,Saturday,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,,other,Tangent road with mountainous terrain and,Asphalt roads,Going straight,1,1
82kdjuyk,Bangalore,16-11-19,M,61,8:40:00,Thursday,Junior high school,Employee,Below 1yr,Lorry (41?100Q),Owner,Unknown,other,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
l76m2dg3,Hyderabad,17-11-19,M,50,8:40:00,Thursday,Junior high school,Employee,2-5yr,Motorcycle,Owner,Unknown,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
4n1evdjs,Mumbai,18-11-19,M,57,18:30:00,Saturday,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,Unknown,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
3exdf15p,Bangalore,19-11-19,M,51,18:30:00,Saturday,Elementary school,Employee,5-10yr,Ridden horse,Owner,Unknown,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
cq96wulf,Bangalore,20-11-19,M,47,13:55:00,Thursday,Junior high school,Employee,Above 10yr,Automobile,Owner,Unknown,Undivided Two way,Tangent road with flat terrain,Gravel roads,Moving Backward,0,0
0hzj4wmx,New Delhi,21-11-19,M,60,13:55:00,Thursday,,,,Lorry (41?100Q),Owner,Unknown,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
i584s7y0,Jodhpur,22-11-19,M,55,15:00:00,Sunday,Junior high school,Employee,2-5yr,Pick up upto 10Q,Owner,Unknown,Undivided Two way,Tangent road with flat terrain,Gravel roads,Going straight,1,1
b6bgd0lt,Noida,23-11-19,M,53,8:40:00,Thursday,Junior high school,Employee,5-10yr,Public (> 45 seats),Owner,Unknown,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Moving Backward,0,0
x8jdxz9k,Bangalore,24-11-19,M,62,8:40:00,Thursday,Above high school,Employee,2-5yr,Stationwagen,Owner,Unknown,,Tangent road with flat terrain,Asphalt roads,Moving Backward,1,1
6m5ocmtk,Bangalore,25-11-19,M,51,8:20:00,Friday,,,,Automobile,Owner,Unknown,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
l5y3qkde,Mumbai,26-11-19,M,51,8:20:00,Friday,,Employee,1-2yr,Public (12 seats),Owner,Unknown,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Turnover,0,0
rfyj5rli,New Delhi,27-11-19,M,55,8:20:00,Friday,Junior high school,Employee,2-5yr,Automobile,Owner,Unknown,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Turnover,0,0
3th4nrnp,Hyderabad,28-11-19,F,53,18:40:00,Thursday,Junior high school,Employee,Above 10yr,Automobile,Owner,2-5yrs,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
30n3qbru,Hyderabad,29-11-19,M,58,10:40:00,Saturday,Junior high school,Employee,Below 1yr,Automobile,Owner,2-5yrs,One way,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
z4618jxr,Mumbai,30-11-19,M,57,10:40:00,Saturday,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,2-5yrs,Undivided Two way,Tangent road with mild grade and flat terrain,Asphalt roads,Going straight,0,0
dzc5ixt8,New Delhi,01-12-19,M,65,11:04:00,Wednesday,Junior high school,Employee,Below 1yr,Automobile,Owner,2-5yrs,Undivided Two way,Tangent road with mild grade and flat terrain,Asphalt roads,Going straight,1,1
btndz3rt,Jaipur,02-12-19,M,60,11:04:00,Wednesday,High school,Employee,5-10yr,Automobile,Owner,2-5yrs,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
3gkyglkc,Mumbai,03-12-19,M,41,15:30:00,Wednesday,Above high school,Employee,1-2yr,Public (12 seats),Owner,,One way,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
qfo5sw0t,Gurgaon,04-12-19,M,34,15:30:00,Wednesday,Junior high school,Employee,Below 1yr,Taxi,Owner,,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Getting off,1,1
ajmelb8a,Mumbai,05-12-19,M,53,15:30:00,Wednesday,,,,Automobile,Owner,2-5yrs,One way,Tangent road with flat terrain,Asphalt roads,Moving Backward,1,1
tegu2xpa,New Delhi,06-12-19,M,74,20:05:00,Tuesday,High school,Employee,Below 1yr,Public (12 seats),Owner,5-10yrs,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Other,0,0
ltqt66a4,Hyderabad,07-12-19,M,57,20:05:00,Tuesday,High school,Employee,Below 1yr,Stationwagen,Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
uvs26373,New Delhi,08-12-19,M,56,19:55:00,Monday,,,,Stationwagen,Owner,,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
4wk2kk03,Bangalore,09-12-19,M,61,19:55:00,Monday,High school,Employee,2-5yr,Automobile,Owner,,Two-way (divided with solid lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
x8hn8tx7,New Delhi,10-12-19,M,68,13:56:00,Thursday,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,Unknown,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
vo4yxf42,Bangalore,11-12-19,M,59,13:56:00,Thursday,Junior high school,Employee,Above 10yr,Automobile,Owner,Unknown,One way,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
cs8sbljk,New Delhi,12-12-19,M,63,13:56:00,Thursday,Junior high school,Employee,5-10yr,Public (12 seats),Owner,Unknown,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
i9n95wgn,Gurgaon,13-12-19,M,38,11:45:00,Saturday,Junior high school,Employee,1-2yr,Automobile,Owner,Unknown,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
0l1a7uer,New Delhi,14-12-19,M,62,11:45:00,Saturday,Unknown,Employee,Below 1yr,Automobile,Owner,Unknown,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
hoxtk901,Mumbai,15-12-19,M,46,22:50:00,Saturday,Junior high school,Employee,Below 1yr,Lorry (41?100Q),Owner,Unknown,One way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
gzr4dec3,Kolkata,16-12-19,M,42,22:50:00,Saturday,High school,Employee,2-5yr,Automobile,Owner,Unknown,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
68l06nns,Gurgaon,17-12-19,M,45,16:05:00,Wednesday,Junior high school,Owner,1-2yr,Motorcycle,Owner,,One way,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
x9il4473,New Delhi,18-12-19,M,59,16:05:00,Wednesday,Junior high school,Employee,5-10yr,,Owner,,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
i14n6n6z,New Delhi,19-12-19,M,52,16:05:00,Wednesday,Elementary school,Employee,2-5yr,Automobile,Owner,Unknown,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Moving Backward,0,0
6r5agmm0,Gurgaon,20-12-19,M,60,22:25:00,Tuesday,Elementary school,Owner,5-10yr,Automobile,Owner,Above 10yr,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
5orimuy3,Hyderabad,21-12-19,M,60,22:25:00,Tuesday,Junior high school,Employee,Above 10yr,Automobile,Owner,Above 10yr,One way,Tangent road with flat terrain,Asphalt roads,Moving Backward,1,1
8dit29re,Pune,22-12-19,M,56,18:55:00,Friday,Junior high school,Employee,5-10yr,Public (> 45 seats),Owner,Unknown,other,Tangent road with flat terrain,Asphalt roads,Moving Backward,1,1
0fuednp1,Mumbai,23-12-19,M,38,18:55:00,Friday,High school,Employee,5-10yr,,Other,Unknown,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
0lolg29m,New Delhi,24-12-19,M,40,13:00:00,Friday,Junior high school,Employee,5-10yr,Automobile,Owner,5-10yrs,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
ahx74893,Mumbai,25-12-19,M,51,13:00:00,Friday,Junior high school,Employee,Above 10yr,Automobile,Owner,Above 10yr,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
m5ya2ygh,New Delhi,26-12-19,F,62,23:26:00,Monday,Junior high school,,1-2yr,Other,Owner,2-5yrs,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
slegrep3,New Delhi,27-12-19,M,72,13:50:00,Sunday,Junior high school,Employee,2-5yr,Stationwagen,Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
5gqm2tnl,Gurgaon,28-12-19,M,63,11:00:00,Saturday,Junior high school,Employee,1-2yr,Lorry (41?100Q),Governmental,,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
r0jglidt,Bangalore,29-12-19,M,63,11:00:00,Saturday,,,,Taxi,Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,,1,1
6x3l453f,Gurgaon,30-12-19,M,64,17:43:00,Friday,Elementary school,Employee,5-10yr,Other,Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Other,1,1
zip25v2p,Mumbai,31-12-19,M,43,17:43:00,Friday,Junior high school,Employee,5-10yr,Public (12 seats),Owner,Unknown,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
fw3mv6bv,New Delhi,01-01-20,M,64,16:25:00,Sunday,Junior high school,Employee,Above 10yr,Automobile,Governmental,Unknown,One way,Tangent road with flat terrain,Asphalt roads,,1,1
kjy9u43v,Chandigarh,02-01-20,M,61,16:25:00,Sunday,Junior high school,Employee,2-5yr,Automobile,Owner,Unknown,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Overtaking,1,1
an2uexle,Bangalore,03-01-20,M,52,16:25:00,Sunday,Junior high school,Owner,Above 10yr,Public (13?45 seats),Owner,1-2yr,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Reversing,1,1
7k8j3y1s,Bangalore,04-01-20,M,51,16:25:00,Sunday,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,Below 1yr,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
f0tkhi4f,New Delhi,05-01-20,M,69,9:58:00,Saturday,Elementary school,Other,5-10yr,Lorry (41?100Q),,,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Other,1,1
